id,word,jyutping,meaning,frequency,frequency_rank,note,source_row,sentence_1,sentence_1_meaning,sentence_1_jyutping,sentence_2,sentence_2_meaning,sentence_2_jyutping,sentence_3,sentence_3_meaning,sentence_3_jyutping,exclusion_reason
yue-v-17667,洗邋遢,,,3,17667,,17678,,,,,,,,,,missing meaning/definition
yue-v-17668,口水尾,,,3,17668,,17679,,,,,,,,,,missing meaning/definition
yue-v-17669,送上門,,,3,17669,,17680,,,,,,,,,,missing meaning/definition
yue-v-17670,珍珠雞,,,3,17670,,17681,,,,,,,,,,missing meaning/definition
yue-v-17671,強心針,,,3,17671,,17682,,,,,,,,,,missing meaning/definition
yue-v-17672,奀咕咕,,,3,17672,,17683,,,,,,,,,,missing meaning/definition
yue-v-17673,稱得上,,,3,17673,,17684,,,,,,,,,,missing meaning/definition
yue-v-17674,碧螺春,,,3,17674,,17685,,,,,,,,,,missing meaning/definition
yue-v-17675,雜物房,,,3,17675,,17686,,,,,,,,,,missing meaning/definition
yue-v-17676,總代理,,,3,17676,,17687,,,,,,,,,,missing meaning/definition
yue-v-17677,座上客,,,3,17677,,17688,,,,,,,,,,missing meaning/definition
yue-v-17678,豁出去,,,3,17678,,17689,,,,,,,,,,missing meaning/definition
yue-v-17679,棄保,,,3,17679,,17690,,,,,,,,,,missing meaning/definition
yue-v-17680,TB,,,3,17680,,17691,,,,,,,,,,missing meaning/definition
yue-v-17681,跑數,,,3,17681,,17692,,,,,,,,,,missing meaning/definition
yue-v-17682,摟屌,,,3,17682,,17693,,,,,,,,,,missing meaning/definition
yue-v-17683,健將,,,3,17683,,17694,,,,,,,,,,missing meaning/definition
yue-v-17684,專頁,,,3,17684,,17695,,,,,,,,,,missing meaning/definition
yue-v-17685,用藥,,,3,17685,,17696,,,,,,,,,,missing meaning/definition
yue-v-17686,夾計,,,3,17686,,17697,,,,,,,,,,missing meaning/definition
yue-v-17687,攻鼻,,,3,17687,,17698,,,,,,,,,,missing meaning/definition
yue-v-17688,蔫韌,,,3,17688,,17699,,,,,,,,,,missing meaning/definition
yue-v-17689,食鬼,,,3,17689,,17700,,,,,,,,,,missing meaning/definition
yue-v-17690,架次,,,3,17690,,17701,,,,,,,,,,missing meaning/definition
yue-v-17691,自制,,,3,17691,,17702,,,,,,,,,,missing meaning/definition
yue-v-17692,油漬,,,3,17692,,17703,,,,,,,,,,missing meaning/definition
yue-v-17693,孖蒸,,,3,17693,,17704,,,,,,,,,,missing meaning/definition
yue-v-17694,睇鬼,,,3,17694,,17705,,,,,,,,,,missing meaning/definition
yue-v-17695,求勝,,,3,17695,,17706,,,,,,,,,,missing meaning/definition
yue-v-17696,商科,,,3,17696,,17707,,,,,,,,,,missing meaning/definition
yue-v-17697,到肉,,,3,17697,,17708,,,,,,,,,,missing meaning/definition
yue-v-17698,補時,,,3,17698,,17709,,,,,,,,,,missing meaning/definition
yue-v-17699,字邊,,,3,17699,,17710,,,,,,,,,,missing meaning/definition
yue-v-17700,雞絲,,,3,17700,,17711,,,,,,,,,,missing meaning/definition
yue-v-17701,男神,,,3,17701,,17712,,,,,,,,,,missing meaning/definition
yue-v-17702,計落,,,3,17702,,17713,,,,,,,,,,missing meaning/definition
yue-v-17703,輯錄,,,3,17703,,17714,,,,,,,,,,missing meaning/definition
yue-v-17704,橋底,,,3,17704,,17715,,,,,,,,,,missing meaning/definition
yue-v-17705,廣為,,,3,17705,,17716,,,,,,,,,,missing meaning/definition
yue-v-17706,湊大,,,3,17706,,17717,,,,,,,,,,missing meaning/definition
yue-v-17707,死貓,,,3,17707,,17718,,,,,,,,,,missing meaning/definition
yue-v-17708,開名,,,3,17708,,17719,,,,,,,,,,missing meaning/definition
yue-v-17709,帶水,,,3,17709,,17720,,,,,,,,,,missing meaning/definition
yue-v-17710,雄風,,,3,17710,,17721,,,,,,,,,,missing meaning/definition
yue-v-17711,漸趨,,,3,17711,,17722,,,,,,,,,,missing meaning/definition
yue-v-17712,割席,,,3,17712,,17723,,,,,,,,,,missing meaning/definition
yue-v-17713,鄉音,,,3,17713,,17724,,,,,,,,,,missing meaning/definition
yue-v-17714,救駕,,,3,17714,,17725,,,,,,,,,,missing meaning/definition
yue-v-17715,塵拂,,,3,17715,,17726,,,,,,,,,,missing meaning/definition
yue-v-17716,悅耳,,,3,17716,,17727,,,,,,,,,,missing meaning/definition
yue-v-17717,解究,,,3,17717,,17728,,,,,,,,,,missing meaning/definition
yue-v-17718,藥煲,,,3,17718,,17729,,,,,,,,,,missing meaning/definition
yue-v-17719,晾肚,,,3,17719,,17730,,,,,,,,,,missing meaning/definition
yue-v-17720,睇透,,,3,17720,,17731,,,,,,,,,,missing meaning/definition
yue-v-17721,冇害,,,3,17721,,17732,,,,,,,,,,missing meaning/definition
yue-v-17722,落區,,,3,17722,,17733,,,,,,,,,,missing meaning/definition
yue-v-17723,攬炒,,,3,17723,,17734,,,,,,,,,,missing meaning/definition
yue-v-17724,廁格,,,3,17724,,17735,,,,,,,,,,missing meaning/definition
yue-v-17725,牆腳,,,3,17725,,17736,,,,,,,,,,missing meaning/definition
yue-v-17726,滅口,,,3,17726,,17737,,,,,,,,,,missing meaning/definition
yue-v-17727,理虧,,,3,17727,,17738,,,,,,,,,,missing meaning/definition
yue-v-17728,主使,,,3,17728,,17739,,,,,,,,,,missing meaning/definition
yue-v-17729,食評,,,3,17729,,17740,,,,,,,,,,missing meaning/definition
yue-v-17730,正本,,,3,17730,,17741,,,,,,,,,,missing meaning/definition
yue-v-17731,加餸,,,3,17731,,17742,,,,,,,,,,missing meaning/definition
yue-v-17732,集齊,,,3,17732,,17743,,,,,,,,,,missing meaning/definition
yue-v-17733,當眼,,,3,17733,,17744,,,,,,,,,,missing meaning/definition
yue-v-17734,無牌,,,3,17734,,17745,,,,,,,,,,missing meaning/definition
yue-v-17735,微言,,,3,17735,,17746,,,,,,,,,,missing meaning/definition
yue-v-17736,落紅,,,3,17736,,17747,,,,,,,,,,missing meaning/definition
yue-v-17737,城大,,,3,17737,,17748,,,,,,,,,,missing meaning/definition
yue-v-17738,簽紙,,,3,17738,,17749,,,,,,,,,,missing meaning/definition
yue-v-17739,簽收,,,3,17739,,17750,,,,,,,,,,missing meaning/definition
yue-v-17740,息口,,,3,17740,,17751,,,,,,,,,,missing meaning/definition
yue-v-17741,離世,,,3,17741,,17752,,,,,,,,,,missing meaning/definition
yue-v-17742,課金,,,3,17742,,17753,,,,,,,,,,missing meaning/definition
yue-v-17743,飽肚,,,3,17743,,17754,,,,,,,,,,missing meaning/definition
yue-v-17744,喳喳,,,3,17744,,17755,,,,,,,,,,missing meaning/definition
yue-v-17745,外星,,,3,17745,,17756,,,,,,,,,,missing meaning/definition
yue-v-17746,糖霜,,,3,17746,,17757,,,,,,,,,,missing meaning/definition
yue-v-17747,韞住,,,3,17747,,17758,,,,,,,,,,missing meaning/definition
yue-v-17748,嘰趷,,,3,17748,,17759,,,,,,,,,,missing meaning/definition
yue-v-17749,複啅,,,3,17749,,17760,,,,,,,,,,missing meaning/definition
yue-v-17750,潮文,,,3,17750,,17761,,,,,,,,,,missing meaning/definition
yue-v-17751,知碇,,,3,17751,,17762,,,,,,,,,,missing meaning/definition
yue-v-17752,淺笑,,,3,17752,,17763,,,,,,,,,,missing meaning/definition
yue-v-17753,尾禡,,,3,17753,,17764,,,,,,,,,,missing meaning/definition
yue-v-17754,黑絲,,,3,17754,,17765,,,,,,,,,,missing meaning/definition
yue-v-17755,前文,,,3,17755,,17766,,,,,,,,,,missing meaning/definition
yue-v-17756,人辦,,,3,17756,,17767,,,,,,,,,,missing meaning/definition
yue-v-17757,鉅子,,,3,17757,,17768,,,,,,,,,,missing meaning/definition
yue-v-17758,鹹龍,,,3,17758,,17769,,,,,,,,,,missing meaning/definition
yue-v-17759,過招,,,3,17759,,17770,,,,,,,,,,missing meaning/definition
yue-v-17760,善終,,,3,17760,,17771,,,,,,,,,,missing meaning/definition
yue-v-17761,傳中,,,3,17761,,17772,,,,,,,,,,missing meaning/definition
yue-v-17762,勻循,,,3,17762,,17773,,,,,,,,,,missing meaning/definition
yue-v-17763,尿袋,,,3,17763,,17774,,,,,,,,,,missing meaning/definition
yue-v-17764,歡愉,,,3,17764,,17775,,,,,,,,,,missing meaning/definition
yue-v-17765,超然,,,3,17765,,17776,,,,,,,,,,missing meaning/definition
yue-v-17766,抵受,,,3,17766,,17777,,,,,,,,,,missing meaning/definition
yue-v-17767,法門,,,3,17767,,17778,,,,,,,,,,missing meaning/definition
yue-v-17768,煩厭,,,3,17768,,17779,,,,,,,,,,missing meaning/definition
yue-v-17769,揮拳,,,3,17769,,17780,,,,,,,,,,missing meaning/definition
yue-v-17770,富家,,,3,17770,,17781,,,,,,,,,,missing meaning/definition
yue-v-17771,M痛,,,3,17771,,17782,,,,,,,,,,missing meaning/definition
yue-v-17772,地攤,,,3,17772,,17783,,,,,,,,,,missing meaning/definition
yue-v-17773,大洗,,,3,17773,,17784,,,,,,,,,,missing meaning/definition
yue-v-17774,事必,,,3,17774,,17785,,,,,,,,,,missing meaning/definition
yue-v-17775,憾事,,,3,17775,,17786,,,,,,,,,,missing meaning/definition
yue-v-17776,閒雜,,,3,17776,,17787,,,,,,,,,,missing meaning/definition
yue-v-17777,頭鎚,,,3,17777,,17788,,,,,,,,,,missing meaning/definition
yue-v-17778,均真,,,3,17778,,17789,,,,,,,,,,missing meaning/definition
yue-v-17779,貴客,,,3,17779,,17790,,,,,,,,,,missing meaning/definition
yue-v-17780,笑點,,,3,17780,,17791,,,,,,,,,,missing meaning/definition
yue-v-17781,寡言,,,3,17781,,17792,,,,,,,,,,missing meaning/definition
yue-v-17782,倖免,,,3,17782,,17793,,,,,,,,,,missing meaning/definition
yue-v-17783,之故,,,3,17783,,17794,,,,,,,,,,missing meaning/definition
yue-v-17784,古雅,,,3,17784,,17795,,,,,,,,,,missing meaning/definition
yue-v-17785,腳力,,,3,17785,,17796,,,,,,,,,,missing meaning/definition
yue-v-17786,果盤,,,3,17786,,17797,,,,,,,,,,missing meaning/definition
yue-v-17787,應試,,,3,17787,,17798,,,,,,,,,,missing meaning/definition
yue-v-17788,𥇣,,,3,17788,,17799,,,,,,,,,,missing meaning/definition
yue-v-17789,龍尾,,,3,17789,,17800,,,,,,,,,,missing meaning/definition
yue-v-17790,恐防,,,3,17790,,17801,,,,,,,,,,missing meaning/definition
yue-v-17791,警匪,,,3,17791,,17802,,,,,,,,,,missing meaning/definition
yue-v-17792,撞啱,,,3,17792,,17803,,,,,,,,,,missing meaning/definition
yue-v-17793,哽咽,,,3,17793,,17804,,,,,,,,,,missing meaning/definition
yue-v-17794,腐女,,,3,17794,,17805,,,,,,,,,,missing meaning/definition
yue-v-17795,緝毒,,,3,17795,,17806,,,,,,,,,,missing meaning/definition
yue-v-17796,性趣,,,3,17796,,17807,,,,,,,,,,missing meaning/definition
yue-v-17797,喻為,,,3,17797,,17808,,,,,,,,,,missing meaning/definition
yue-v-17798,茶客,,,3,17798,,17809,,,,,,,,,,missing meaning/definition
yue-v-17799,意會,,,3,17799,,17810,,,,,,,,,,missing meaning/definition
yue-v-17800,怨憤,,,3,17800,,17811,,,,,,,,,,missing meaning/definition
yue-v-17801,漁村,,,3,17801,,17812,,,,,,,,,,missing meaning/definition
yue-v-17802,凝神,,,3,17802,,17813,,,,,,,,,,missing meaning/definition
yue-v-17803,鹽焗,,,3,17803,,17814,,,,,,,,,,missing meaning/definition
yue-v-17804,驗孕,,,3,17804,,17815,,,,,,,,,,missing meaning/definition
yue-v-17805,避世,,,3,17805,,17816,,,,,,,,,,missing meaning/definition
yue-v-17806,咦咿,,,3,17806,,17817,,,,,,,,,,missing meaning/definition
yue-v-17807,有賴,,,3,17807,,17818,,,,,,,,,,missing meaning/definition
yue-v-17808,澳牛,,,3,17808,,17819,,,,,,,,,,missing meaning/definition
yue-v-17809,打斜,,,3,17809,,17820,,,,,,,,,,missing meaning/definition
yue-v-17810,出書,,,3,17810,,17821,,,,,,,,,,missing meaning/definition
yue-v-17811,收爐,,,3,17811,,17822,,,,,,,,,,missing meaning/definition
yue-v-17812,請纓,,,3,17812,,17823,,,,,,,,,,missing meaning/definition
yue-v-17813,抄低,,,3,17813,,17824,,,,,,,,,,missing meaning/definition
yue-v-17814,不致,,,3,17814,,17825,,,,,,,,,,missing meaning/definition
yue-v-17815,不周,,,3,17815,,17826,,,,,,,,,,missing meaning/definition
yue-v-17816,不振,,,3,17816,,17827,,,,,,,,,,missing meaning/definition
yue-v-17817,續約,,,3,17817,,17828,,,,,,,,,,missing meaning/definition
yue-v-17818,造作,,,3,17818,,17829,,,,,,,,,,missing meaning/definition
yue-v-17819,租務,,,3,17819,,17830,,,,,,,,,,missing meaning/definition
yue-v-17820,剪綵,,,3,17820,,17831,,,,,,,,,,missing meaning/definition
yue-v-17821,聚首,,,3,17821,,17832,,,,,,,,,,missing meaning/definition
yue-v-17822,走避,,,3,17822,,17833,,,,,,,,,,missing meaning/definition
yue-v-17823,說穿,,,3,17823,,17834,,,,,,,,,,missing meaning/definition
yue-v-17824,餸菜,,,3,17824,,17835,,,,,,,,,,missing meaning/definition
yue-v-17825,事緣,,,3,17825,,17836,,,,,,,,,,missing meaning/definition
yue-v-17826,射門,,,3,17826,,17837,,,,,,,,,,missing meaning/definition
yue-v-17827,搜出,,,3,17827,,17838,,,,,,,,,,missing meaning/definition
yue-v-17828,失笑,,,3,17828,,17839,,,,,,,,,,missing meaning/definition
yue-v-17829,新進,,,3,17829,,17840,,,,,,,,,,missing meaning/definition
yue-v-17830,深表,,,3,17830,,17841,,,,,,,,,,missing meaning/definition
yue-v-17831,被舖,,,3,17831,,17842,,,,,,,,,,missing meaning/definition
yue-v-17832,硬仗,,,3,17832,,17843,,,,,,,,,,missing meaning/definition
yue-v-17833,後勁,,,3,17833,,17844,,,,,,,,,,missing meaning/definition
yue-v-17834,嬌嗲,,,3,17834,,17845,,,,,,,,,,missing meaning/definition
yue-v-17835,帶菌,,,3,17835,,17846,,,,,,,,,,missing meaning/definition
yue-v-17836,處身,,,3,17836,,17847,,,,,,,,,,missing meaning/definition
yue-v-17837,藏有,,,3,17837,,17848,,,,,,,,,,missing meaning/definition
yue-v-17838,祥和,,,3,17838,,17849,,,,,,,,,,missing meaning/definition
yue-v-17839,長夜,,,3,17839,,17850,,,,,,,,,,missing meaning/definition
yue-v-17840,押送,,,3,17840,,17851,,,,,,,,,,missing meaning/definition
yue-v-17841,衣冠,,,3,17841,,17852,,,,,,,,,,missing meaning/definition
yue-v-17842,妹仔大過主人婆,,,3,17842,,17853,,,,,,,,,,missing meaning/definition
yue-v-17843,大纜都扯唔埋,,,3,17843,,17854,,,,,,,,,,missing meaning/definition
yue-v-17844,到喉唔到肺,,,3,17844,,17855,,,,,,,,,,missing meaning/definition
yue-v-17845,口水多過茶,,,3,17845,,17856,,,,,,,,,,missing meaning/definition
yue-v-17846,吃力不討好,,,3,17846,,17857,,,,,,,,,,missing meaning/definition
yue-v-17847,二十世紀,,,3,17847,,17858,,,,,,,,,,missing meaning/definition
yue-v-17848,頭腦簡單,,,3,17848,,17859,,,,,,,,,,missing meaning/definition
yue-v-17849,主要原因,,,3,17849,,17860,,,,,,,,,,missing meaning/definition
yue-v-17850,政治氣候,,,3,17850,,17861,,,,,,,,,,missing meaning/definition
yue-v-17851,數碼相機,,,3,17851,,17862,,,,,,,,,,missing meaning/definition
yue-v-17852,五十年代,,,3,17852,,17863,,,,,,,,,,missing meaning/definition
yue-v-17853,有瓦遮頭,,,3,17853,,17864,,,,,,,,,,missing meaning/definition
yue-v-17854,睇餸食飯,,,3,17854,,17865,,,,,,,,,,missing meaning/definition
yue-v-17855,閃閃縮縮,,,3,17855,,17866,,,,,,,,,,missing meaning/definition
yue-v-17856,死路一條,,,3,17856,,17867,,,,,,,,,,missing meaning/definition
yue-v-17857,死開啲啦,,,3,17857,,17868,,,,,,,,,,missing meaning/definition
yue-v-17858,無情白事,,,3,17858,,17869,,,,,,,,,,missing meaning/definition
yue-v-17859,買少見少,,,3,17859,,17870,,,,,,,,,,missing meaning/definition
yue-v-17860,牛記笠記,,,3,17860,,17871,,,,,,,,,,missing meaning/definition
yue-v-17861,金睛火眼,,,3,17861,,17872,,,,,,,,,,missing meaning/definition
yue-v-17862,雞碎咁多,,,3,17862,,17873,,,,,,,,,,missing meaning/definition
yue-v-17863,的起心肝,,,3,17863,,17874,,,,,,,,,,missing meaning/definition
yue-v-17864,穿櫃桶底,,,3,17864,,17875,,,,,,,,,,missing meaning/definition
yue-v-17865,嘈到拆天,,,3,17865,,17876,,,,,,,,,,missing meaning/definition
yue-v-17866,今晚肥仔,,,3,17866,,17877,,,,,,,,,,missing meaning/definition
yue-v-17867,童話故事,,,3,17867,,17878,,,,,,,,,,missing meaning/definition
yue-v-17868,隱形眼鏡,,,3,17868,,17879,,,,,,,,,,missing meaning/definition
yue-v-17869,以身作則,,,3,17869,,17880,,,,,,,,,,missing meaning/definition
yue-v-17870,引人入勝,,,3,17870,,17881,,,,,,,,,,missing meaning/definition
yue-v-17871,循序漸進,,,3,17871,,17882,,,,,,,,,,missing meaning/definition
yue-v-17872,凶多吉少,,,3,17872,,17883,,,,,,,,,,missing meaning/definition
yue-v-17873,下落不明,,,3,17873,,17884,,,,,,,,,,missing meaning/definition
yue-v-17874,柳暗花明,,,3,17874,,17885,,,,,,,,,,missing meaning/definition
yue-v-17875,苦不堪言,,,3,17875,,17886,,,,,,,,,,missing meaning/definition
yue-v-17876,空頭支票,,,3,17876,,17887,,,,,,,,,,missing meaning/definition
yue-v-17877,慷慨解囊,,,3,17877,,17888,,,,,,,,,,missing meaning/definition
yue-v-17878,據理力爭,,,3,17878,,17889,,,,,,,,,,missing meaning/definition
yue-v-17879,今非昔比,,,3,17879,,17890,,,,,,,,,,missing meaning/definition
yue-v-17880,借古諷今,,,3,17880,,17891,,,,,,,,,,missing meaning/definition
yue-v-17881,接二連三,,,3,17881,,17892,,,,,,,,,,missing meaning/definition
yue-v-17882,見怪不怪,,,3,17882,,17893,,,,,,,,,,missing meaning/definition
yue-v-17883,家常便飯,,,3,17883,,17894,,,,,,,,,,missing meaning/definition
yue-v-17884,混淆視聽,,,3,17884,,17895,,,,,,,,,,missing meaning/definition
yue-v-17885,功德無量,,,3,17885,,17896,,,,,,,,,,missing meaning/definition
yue-v-17886,感同身受,,,3,17886,,17897,,,,,,,,,,missing meaning/definition
yue-v-17887,焚書坑儒,,,3,17887,,17898,,,,,,,,,,missing meaning/definition
yue-v-17888,惡有惡報,,,3,17888,,17899,,,,,,,,,,missing meaning/definition
yue-v-17889,乘勝追擊,,,3,17889,,17900,,,,,,,,,,missing meaning/definition
yue-v-17890,不切實際,,,3,17890,,17901,,,,,,,,,,missing meaning/definition
yue-v-17891,撥亂反正,,,3,17891,,17902,,,,,,,,,,missing meaning/definition
yue-v-17892,半斤八兩,,,3,17892,,17903,,,,,,,,,,missing meaning/definition
yue-v-17893,亡羊補牢,,,3,17893,,17904,,,,,,,,,,missing meaning/definition
yue-v-17894,天經地義,,,3,17894,,17905,,,,,,,,,,missing meaning/definition
yue-v-17895,不合時宜,,,3,17895,,17906,,,,,,,,,,missing meaning/definition
yue-v-17896,社會問題,,,3,17896,,17907,,,,,,,,,,missing meaning/definition
yue-v-17897,展望未來,,,3,17897,,17908,,,,,,,,,,missing meaning/definition
yue-v-17898,實際行動,,,3,17898,,17909,,,,,,,,,,missing meaning/definition
yue-v-17899,名牌大學,,,3,17899,,17910,,,,,,,,,,missing meaning/definition
yue-v-17900,檢查身體,,,3,17900,,17911,,,,,,,,,,missing meaning/definition
yue-v-17901,令人佩服,,,3,17901,,17912,,,,,,,,,,missing meaning/definition
yue-v-17902,參加比賽,,,3,17902,,17913,,,,,,,,,,missing meaning/definition
yue-v-17903,工作效率,,,3,17903,,17914,,,,,,,,,,missing meaning/definition
yue-v-17904,有權有勢,,,3,17904,,17915,,,,,,,,,,missing meaning/definition
yue-v-17905,美國總統,,,3,17905,,17916,,,,,,,,,,missing meaning/definition
yue-v-17906,高卡路里,,,3,17906,,17917,,,,,,,,,,missing meaning/definition
yue-v-17907,高談闊論,,,3,17907,,17918,,,,,,,,,,missing meaning/definition
yue-v-17908,高不可攀,,,3,17908,,17919,,,,,,,,,,missing meaning/definition
yue-v-17909,飛機失事,,,3,17909,,17920,,,,,,,,,,missing meaning/definition
yue-v-17910,關係密切,,,3,17910,,17921,,,,,,,,,,missing meaning/definition
yue-v-17911,紀念活動,,,3,17911,,17922,,,,,,,,,,missing meaning/definition
yue-v-17912,目中無人,,,3,17912,,17923,,,,,,,,,,missing meaning/definition
yue-v-17913,潛移默化,,,3,17913,,17924,,,,,,,,,,missing meaning/definition
yue-v-17914,有色人種,,,3,17914,,17925,,,,,,,,,,missing meaning/definition
yue-v-17915,施政報告,,,3,17915,,17926,,,,,,,,,,missing meaning/definition
yue-v-17916,彎彎曲曲,,,3,17916,,17927,,,,,,,,,,missing meaning/definition
yue-v-17917,客戶服務,,,3,17917,,17928,,,,,,,,,,missing meaning/definition
yue-v-17918,共同利益,,,3,17918,,17929,,,,,,,,,,missing meaning/definition
yue-v-17919,康熙字典,,,3,17919,,17930,,,,,,,,,,missing meaning/definition
yue-v-17920,廉政公署,,,3,17920,,17931,,,,,,,,,,missing meaning/definition
yue-v-17921,耶路撒冷,,,3,17921,,17932,,,,,,,,,,missing meaning/definition
yue-v-17922,手無寸鐵,,,3,17922,,17933,,,,,,,,,,missing meaning/definition
yue-v-17923,克己復禮,,,3,17923,,17934,,,,,,,,,,missing meaning/definition
yue-v-17924,敬業樂業,,,3,17924,,17935,,,,,,,,,,missing meaning/definition
yue-v-17925,無牌小販,,,3,17925,,17936,,,,,,,,,,missing meaning/definition
yue-v-17926,一成不變,,,3,17926,,17937,,,,,,,,,,missing meaning/definition
yue-v-17927,掛住屋企,,,3,17927,,17938,,,,,,,,,,missing meaning/definition
yue-v-17928,大難不死,,,3,17928,,17939,,,,,,,,,,missing meaning/definition
yue-v-17929,五湖四海,,,3,17929,,17940,,,,,,,,,,missing meaning/definition
yue-v-17930,自古以來,,,3,17930,,17941,,,,,,,,,,missing meaning/definition
yue-v-17931,迅速蔓延,,,3,17931,,17942,,,,,,,,,,missing meaning/definition
yue-v-17932,空氣污染,,,3,17932,,17943,,,,,,,,,,missing meaning/definition
yue-v-17933,安全措施,,,3,17933,,17944,,,,,,,,,,missing meaning/definition
yue-v-17934,官方語言,,,3,17934,,17945,,,,,,,,,,missing meaning/definition
yue-v-17935,操作系統,,,3,17935,,17946,,,,,,,,,,missing meaning/definition
yue-v-17936,非法移民,,,3,17936,,17947,,,,,,,,,,missing meaning/definition
yue-v-17937,一路順風,,,3,17937,,17948,,,,,,,,,,missing meaning/definition
yue-v-17938,共產主義,,,3,17938,,17949,,,,,,,,,,missing meaning/definition
yue-v-17939,平起平坐,,,3,17939,,17950,,,,,,,,,,missing meaning/definition
yue-v-17940,收收埋埋,,,3,17940,,17951,,,,,,,,,,missing meaning/definition
yue-v-17941,升職加薪,,,3,17941,,17952,,,,,,,,,,missing meaning/definition
yue-v-17942,排除萬難,,,3,17942,,17953,,,,,,,,,,missing meaning/definition
yue-v-17943,曾幾何時,,,3,17943,,17954,,,,,,,,,,missing meaning/definition
yue-v-17944,以偏概全,,,3,17944,,17955,,,,,,,,,,missing meaning/definition
yue-v-17945,地產霸權,,,3,17945,,17956,,,,,,,,,,missing meaning/definition
yue-v-17946,無心之失,,,3,17946,,17957,,,,,,,,,,missing meaning/definition
yue-v-17947,武俠小說,,,3,17947,,17958,,,,,,,,,,missing meaning/definition
yue-v-17948,暴雨警告,,,3,17948,,17959,,,,,,,,,,missing meaning/definition
yue-v-17949,數一數二,,,3,17949,,17960,,,,,,,,,,missing meaning/definition
yue-v-17950,比得上,,,3,17950,,17961,,,,,,,,,,missing meaning/definition
yue-v-17951,猶太人,,,3,17951,,17962,,,,,,,,,,missing meaning/definition
yue-v-17952,啦啦隊,,,3,17952,,17963,,,,,,,,,,missing meaning/definition
yue-v-17953,申請人,,,3,17953,,17964,,,,,,,,,,missing meaning/definition
yue-v-17954,原子筆,,,3,17954,,17965,,,,,,,,,,missing meaning/definition
yue-v-17955,公事包,,,3,17955,,17966,,,,,,,,,,missing meaning/definition
yue-v-17956,菠蘿包,,,3,17956,,17967,,,,,,,,,,missing meaning/definition
yue-v-17957,指南針,,,3,17957,,17968,,,,,,,,,,missing meaning/definition
yue-v-17958,第十五,,,3,17958,,17969,,,,,,,,,,missing meaning/definition
yue-v-17959,結婚酒,,,3,17959,,17970,,,,,,,,,,missing meaning/definition
yue-v-17960,廣東歌,,,3,17960,,17971,,,,,,,,,,missing meaning/definition
yue-v-17961,嗱嗱臨,,,3,17961,,17972,,,,,,,,,,missing meaning/definition
yue-v-17962,白雪雪,,,3,17962,,17973,,,,,,,,,,missing meaning/definition
yue-v-17963,一鑊粥,,,3,17963,,17974,,,,,,,,,,missing meaning/definition
yue-v-17964,一頸血,,,3,17964,,17975,,,,,,,,,,missing meaning/definition
yue-v-17965,踢晒腳,,,3,17965,,17976,,,,,,,,,,missing meaning/definition
yue-v-17966,蘇州屎,,,3,17966,,17977,,,,,,,,,,missing meaning/definition
yue-v-17967,食詐糊,,,3,17967,,17978,,,,,,,,,,missing meaning/definition
yue-v-17968,衰女包,,,3,17968,,17979,,,,,,,,,,missing meaning/definition
yue-v-17969,死咕咕,,,3,17969,,17980,,,,,,,,,,missing meaning/definition
yue-v-17970,十字架,,,3,17970,,17981,,,,,,,,,,missing meaning/definition
yue-v-17971,冇料到,,,3,17971,,17982,,,,,,,,,,missing meaning/definition
yue-v-17972,毛管戙,,,3,17972,,17983,,,,,,,,,,missing meaning/definition
yue-v-17973,未夠秤,,,3,17973,,17984,,,,,,,,,,missing meaning/definition
yue-v-17974,植物人,,,3,17974,,17985,,,,,,,,,,missing meaning/definition
yue-v-17975,窒住晒,,,3,17975,,17986,,,,,,,,,,missing meaning/definition
yue-v-17976,後底乸,,,3,17976,,17987,,,,,,,,,,missing meaning/definition
yue-v-17977,鹹豬手,,,3,17977,,17988,,,,,,,,,,missing meaning/definition
yue-v-17978,gap,,,3,17978,,17989,,,,,,,,,,missing meaning/definition
yue-v-17979,肥豬肉,,,3,17979,,17990,,,,,,,,,,missing meaning/definition
yue-v-17980,密質質,,,3,17980,,17991,,,,,,,,,,missing meaning/definition
yue-v-17981,大聲公,,,3,17981,,17992,,,,,,,,,,missing meaning/definition
yue-v-17982,打斧頭,,,3,17982,,17993,,,,,,,,,,missing meaning/definition
yue-v-17983,清一色,,,3,17983,,17994,,,,,,,,,,missing meaning/definition
yue-v-17984,脆卜卜,,,3,17984,,17995,,,,,,,,,,missing meaning/definition
yue-v-17985,百厭星,,,3,17985,,17996,,,,,,,,,,missing meaning/definition
yue-v-17986,叭叭聲,,,3,17986,,17997,,,,,,,,,,missing meaning/definition
yue-v-17987,有趣味,,,3,17987,,17998,,,,,,,,,,missing meaning/definition
yue-v-17988,沙律醬,,,3,17988,,17999,,,,,,,,,,missing meaning/definition
yue-v-17989,打敗仗,,,3,17989,,18000,,,,,,,,,,missing meaning/definition
yue-v-17990,矇查查,,,3,17990,,18001,,,,,,,,,,missing meaning/definition
yue-v-17991,唔入流,,,3,17991,,18002,,,,,,,,,,missing meaning/definition
yue-v-17992,做家務,,,3,17992,,18003,,,,,,,,,,missing meaning/definition
yue-v-17993,在這裡,,,3,17993,,18004,,,,,,,,,,missing meaning/definition
yue-v-17994,隨身帶,,,3,17994,,18005,,,,,,,,,,missing meaning/definition
yue-v-17995,難理解,,,3,17995,,18006,,,,,,,,,,missing meaning/definition
yue-v-17996,明眼人,,,3,17996,,18007,,,,,,,,,,missing meaning/definition
